Record_ID,Year,Month_Name,Quarter,Facility_ID,Facility_Name,Facility_Type,Region,Facility_Area_SqFt,Energy_Type,Unit_of_Measure,Consumption_Amount,Unit_Cost_INR,Total_Cost_INR,Renewable_Percentage,CO2_Emission_Factor_kgCO2_per_unit,CO2_Emissions_kg,Peak_Demand_kW,Avg_Temperature_C,Heating_Cooling_Degree_Days,Operating_Hours,Headcount_Occupancy
ENG501177,2025,Sep-2025,Q3,FAC006,Hyderabad Office,Office,Hyderabad,70000,Electricity,kWh,7377.6,9.76,72005.38,19.8,0.82,4851.8,22.0,26.4,131.0,536.0,272
ENG501178,2025,Sep-2025,Q3,FAC006,Hyderabad Office,Office,Hyderabad,70000,Natural Gas,m3,207.9,47.42,9858.62,0.0,2.02,419.96,,26.4,131.0,536.0,272
ENG501179,2025,Sep-2025,Q3,FAC006,Hyderabad Office,Office,Hyderabad,70000,Water,KL,161.4,63.4,10232.76,0.0,0.35,56.49,,26.4,131.0,536.0,272
ENG501180,2025,Sep-2025,Q3,FAC006,Hyderabad Office,Office,Hyderabad,70000,Steam,kg,111.3,3.66,407.36,0.0,0.09,10.02,,26.4,131.0,536.0,272
ENG501181,2025,Oct-2025,Q4,FAC006,Hyderabad Office,Office,Hyderabad,70000,Electricity,kWh,8066.9,9.74,78571.61,17.9,0.82,5430.8,24.6,26.3,128.6,466.0,263
ENG501182,2025,Oct-2025,Q4,FAC006,Hyderabad Office,Office,Hyderabad,70000,Natural Gas,m3,208.2,49.43,10291.33,0.0,2.02,420.56,,26.3,128.6,466.0,263
ENG501183,2025,Oct-2025,Q4,FAC006,Hyderabad Office,Office,Hyderabad,70000,Water,KL,139.6,63.88,8917.65,0.0,0.35,48.86,,26.3,128.6,466.0,263
ENG501184,2025,Oct-2025,Q4,FAC006,Hyderabad Office,Office,Hyderabad,70000,Steam,kg,117.2,3.63,425.44,0.0,0.09,10.55,,26.3,128.6,466.0,263
ENG501185,2025,Nov-2025,Q4,FAC006,Hyderabad Office,Office,Hyderabad,70000,Electricity,kWh,6826.3,9.83,67102.53,18.9,0.82,4539.63,32.5,22.8,23.5,336.0,284
ENG501186,2025,Nov-2025,Q4,FAC006,Hyderabad Office,Office,Hyderabad,70000,Natural Gas,m3,217.4,47.24,10269.98,0.0,2.02,439.15,,22.8,23.5,336.0,284
ENG501187,2025,Nov-2025,Q4,FAC006,Hyderabad Office,Office,Hyderabad,70000,Water,KL,133.4,64.31,8578.95,0.0,0.35,46.69,,22.8,23.5,336.0,284
ENG501188,2025,Nov-2025,Q4,FAC006,Hyderabad Office,Office,Hyderabad,70000,Steam,kg,116.8,3.63,423.98,0.0,0.09,10.51,,22.8,23.5,336.0,284
ENG501189,2025,Dec-2025,Q4,FAC006,Hyderabad Office,Office,Hyderabad,70000,Electricity,kWh,6574.7,9.88,64958.04,19.0,0.82,4366.92,15.2,22.0,0.8,687.0,289
ENG501190,2025,Dec-2025,Q4,FAC006,Hyderabad Office,Office,Hyderabad,70000,Natural Gas,m3,216.5,48.57,10515.41,0.0,2.02,437.33,,22.0,0.8,687.0,289
ENG501191,2025,Dec-2025,Q4,FAC006,Hyderabad Office,Office,Hyderabad,70000,Water,KL,135.9,64.49,8764.19,0.0,0.35,47.56,,22.0,0.8,687.0,289
ENG501192,2025,Dec-2025,Q4,FAC006,Hyderabad Office,Office,Hyderabad,70000,Steam,kg,115.6,3.62,418.47,0.0,0.09,10.4,,22.0,0.8,687.0,289
ENG501193,2026,Jan-2026,Q1,FAC006,Hyderabad Office,Office,Hyderabad,70000,Electricity,kWh,6872.7,10.57,72644.44,23.3,0.82,4322.52,19.2,25.1,92.8,643.0,276
ENG501194,2026,Jan-2026,Q1,FAC006,Hyderabad Office,Office,Hyderabad,70000,Natural Gas,m3,193.9,52.52,10183.63,0.0,2.02,391.68,,25.1,92.8,643.0,276
ENG501195,2026,Jan-2026,Q1,FAC006,Hyderabad Office,Office,Hyderabad,70000,Water,KL,144.6,66.66,9639.04,0.0,0.35,50.61,,25.1,92.8,643.0,276
ENG501196,2026,Jan-2026,Q1,FAC006,Hyderabad Office,Office,Hyderabad,70000,Steam,kg,110.0,3.91,430.1,0.0,0.09,9.9,,25.1,92.8,643.0,276
ENG501197,2026,Feb-2026,Q1,FAC006,Hyderabad Office,Office,Hyderabad,70000,Electricity,kWh,7603.5,10.29,78240.01,26.0,0.82,4613.8,16.1,25.5,104.4,700.0,294
ENG501198,2026,Feb-2026,Q1,FAC006,Hyderabad Office,Office,Hyderabad,70000,Natural Gas,m3,209.0,51.6,10784.4,0.0,2.02,422.18,,25.5,104.4,700.0,294
ENG501199,2026,Feb-2026,Q1,FAC006,Hyderabad Office,Office,Hyderabad,70000,Water,KL,149.3,64.85,9682.1,0.0,0.35,52.26,,25.5,104.4,700.0,294
ENG501200,2026,Feb-2026,Q1,FAC006,Hyderabad Office,Office,Hyderabad,70000,Steam,kg,122.7,3.85,472.4,0.0,0.09,11.04,,25.5,104.4,700.0,294
ENG501201,2022,Jan-2022,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,11375.7,8.75,99537.38,8.0,0.82,8581.83,28.0,18.5,105.6,705.0,84
ENG501202,2022,Jan-2022,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,345.1,40.94,14128.39,0.0,2.02,697.1,,18.5,105.6,705.0,84
ENG501203,2022,Jan-2022,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,124.4,54.96,6837.02,0.0,0.35,43.54,,18.5,105.6,705.0,84
ENG501204,2022,Jan-2022,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,262.5,3.13,821.62,0.0,0.09,23.62,,18.5,105.6,705.0,84
ENG501205,2022,Feb-2022,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,13865.3,8.38,116191.21,7.2,0.82,10550.94,45.1,24.1,63.5,480.0,97
ENG501206,2022,Feb-2022,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,327.4,43.08,14104.39,0.0,2.02,661.35,,24.1,63.5,480.0,97
ENG501207,2022,Feb-2022,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,144.3,54.37,7845.59,0.0,0.35,50.51,,24.1,63.5,480.0,97
ENG501208,2022,Feb-2022,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,272.1,3.15,857.12,0.0,0.09,24.49,,24.1,63.5,480.0,97
ENG501209,2022,Mar-2022,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,15471.3,8.42,130268.35,7.7,0.82,11709.61,30.6,28.3,188.5,674.0,86
ENG501210,2022,Mar-2022,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,297.9,41.91,12484.99,0.0,2.02,601.76,,28.3,188.5,674.0,86
ENG501211,2022,Mar-2022,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,162.4,56.36,9152.86,0.0,0.35,56.84,,28.3,188.5,674.0,86
ENG501212,2022,Mar-2022,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,245.6,3.18,781.01,0.0,0.09,22.1,,28.3,188.5,674.0,86
ENG501213,2022,Apr-2022,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,17069.2,8.51,145258.89,10.0,0.82,12597.07,45.6,32.2,306.1,628.0,112
ENG501214,2022,Apr-2022,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,293.9,42.71,12552.47,0.0,2.02,593.68,,32.2,306.1,628.0,112
ENG501215,2022,Apr-2022,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,166.7,53.72,8955.12,0.0,0.35,58.34,,32.2,306.1,628.0,112
ENG501216,2022,Apr-2022,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,257.0,3.13,804.41,0.0,0.09,23.13,,32.2,306.1,628.0,112
ENG501217,2022,May-2022,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,16121.7,8.5,137034.45,8.6,0.82,12082.89,47.7,33.0,331.1,565.0,97
ENG501218,2022,May-2022,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,314.5,41.34,13001.43,0.0,2.02,635.29,,33.0,331.1,565.0,97
ENG501219,2022,May-2022,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,157.5,56.02,8823.15,0.0,0.35,55.12,,33.0,331.1,565.0,97
ENG501220,2022,May-2022,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,248.8,3.19,793.67,0.0,0.09,22.39,,33.0,331.1,565.0,97
ENG501221,2022,Jun-2022,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,15266.2,8.47,129304.71,5.7,0.82,11804.74,40.5,30.1,241.8,535.0,52
ENG501222,2022,Jun-2022,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,324.2,41.86,13571.01,0.0,2.02,654.88,,30.1,241.8,535.0,52
ENG501223,2022,Jun-2022,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,172.0,56.06,9642.32,0.0,0.35,60.2,,30.1,241.8,535.0,52
ENG501224,2022,Jun-2022,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,249.3,3.14,782.8,0.0,0.09,22.44,,30.1,241.8,535.0,52
ENG501225,2022,Jul-2022,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,16418.5,8.26,135616.81,10.7,0.82,12022.61,36.0,29.3,218.4,623.0,94
ENG501226,2022,Jul-2022,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,329.5,41.7,13740.15,0.0,2.02,665.59,,29.3,218.4,623.0,94
ENG501227,2022,Jul-2022,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,154.7,56.15,8686.4,0.0,0.35,54.14,,29.3,218.4,623.0,94
ENG501228,2022,Jul-2022,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,266.4,3.29,876.46,0.0,0.09,23.98,,29.3,218.4,623.0,94
ENG501229,2022,Aug-2022,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,14942.7,8.67,129553.21,9.0,0.82,11150.24,64.1,28.5,196.1,342.0,59
ENG501230,2022,Aug-2022,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,316.3,42.42,13417.45,0.0,2.02,638.93,,28.5,196.1,342.0,59
ENG501231,2022,Aug-2022,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,146.3,54.3,7944.09,0.0,0.35,51.2,,28.5,196.1,342.0,59
ENG501232,2022,Aug-2022,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,247.4,3.28,811.47,0.0,0.09,22.27,,28.5,196.1,342.0,59
ENG501233,2022,Sep-2022,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,16246.2,8.38,136143.16,11.0,0.82,11856.48,71.9,30.1,243.6,401.0,81
ENG501234,2022,Sep-2022,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,285.4,41.02,11707.11,0.0,2.02,576.51,,30.1,243.6,401.0,81
ENG501235,2022,Sep-2022,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,171.9,53.9,9265.41,0.0,0.35,60.16,,30.1,243.6,401.0,81
ENG501236,2022,Sep-2022,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,252.8,3.17,801.38,0.0,0.09,22.75,,30.1,243.6,401.0,81
ENG501237,2022,Oct-2022,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,14963.9,8.62,128988.82,11.7,0.82,10834.76,41.7,28.6,199.0,499.0,115
ENG501238,2022,Oct-2022,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,325.3,40.82,13278.75,0.0,2.02,657.11,,28.6,199.0,499.0,115
ENG501239,2022,Oct-2022,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,164.6,54.69,9001.97,0.0,0.35,57.61,,28.6,199.0,499.0,115
ENG501240,2022,Oct-2022,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,259.9,3.13,813.49,0.0,0.09,23.39,,28.6,199.0,499.0,115
ENG501241,2022,Nov-2022,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,12566.1,8.28,104047.31,8.4,0.82,9438.65,33.7,24.2,66.3,615.0,89
ENG501242,2022,Nov-2022,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,365.1,43.19,15768.67,0.0,2.02,737.5,,24.2,66.3,615.0,89
ENG501243,2022,Nov-2022,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,141.9,54.11,7678.21,0.0,0.35,49.66,,24.2,66.3,615.0,89
ENG501244,2022,Nov-2022,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,266.3,3.13,833.52,0.0,0.09,23.97,,24.2,66.3,615.0,89
ENG501245,2022,Dec-2022,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,11963.6,8.41,100613.88,9.8,0.82,8848.76,48.3,19.5,74.3,385.0,95
ENG501246,2022,Dec-2022,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,387.5,42.01,16278.88,0.0,2.02,782.75,,19.5,74.3,385.0,95
ENG501247,2022,Dec-2022,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,136.9,54.06,7400.81,0.0,0.35,47.91,,19.5,74.3,385.0,95
ENG501248,2022,Dec-2022,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,252.3,3.29,830.07,0.0,0.09,22.71,,19.5,74.3,385.0,95
ENG501249,2023,Jan-2023,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,10557.9,8.92,94176.47,12.0,0.82,7618.58,51.3,18.1,116.7,317.0,104
ENG501250,2023,Jan-2023,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,365.6,42.95,15702.52,0.0,2.02,738.51,,18.1,116.7,317.0,104
ENG501251,2023,Jan-2023,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,119.1,56.84,6769.64,0.0,0.35,41.68,,18.1,116.7,317.0,104
ENG501252,2023,Jan-2023,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,266.6,3.34,890.44,0.0,0.09,23.99,,18.1,116.7,317.0,104
ENG501253,2023,Feb-2023,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,11876.7,8.86,105227.56,10.1,0.82,8755.27,38.2,21.5,13.8,537.0,118
ENG501254,2023,Feb-2023,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,362.3,44.67,16183.94,0.0,2.02,731.85,,21.5,13.8,537.0,118
ENG501255,2023,Feb-2023,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,131.7,57.42,7562.21,0.0,0.35,46.09,,21.5,13.8,537.0,118
ENG501256,2023,Feb-2023,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,257.8,3.4,876.52,0.0,0.09,23.2,,21.5,13.8,537.0,118
ENG501257,2023,Mar-2023,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,15166.6,9.17,139077.72,13.2,0.82,10794.98,41.9,29.0,208.7,538.0,108
ENG501258,2023,Mar-2023,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,292.2,44.99,13146.08,0.0,2.02,590.24,,29.0,208.7,538.0,108
ENG501259,2023,Mar-2023,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,143.5,56.57,8117.8,0.0,0.35,50.22,,29.0,208.7,538.0,108
ENG501260,2023,Mar-2023,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,252.4,3.4,858.16,0.0,0.09,22.72,,29.0,208.7,538.0,108
ENG501261,2023,Apr-2023,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,14921.7,8.82,131609.39,14.9,0.82,10412.66,34.5,30.2,247.2,716.0,95
ENG501262,2023,Apr-2023,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,315.9,43.54,13754.29,0.0,2.02,638.12,,30.2,247.2,716.0,95
ENG501263,2023,Apr-2023,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,149.7,56.89,8516.43,0.0,0.35,52.39,,30.2,247.2,716.0,95
ENG501264,2023,Apr-2023,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,235.5,3.36,791.28,0.0,0.09,21.2,,30.2,247.2,716.0,95
ENG501265,2023,May-2023,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,15473.4,8.95,138486.93,12.8,0.82,11064.1,84.0,31.1,273.5,307.0,72
ENG501266,2023,May-2023,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,319.7,43.44,13887.77,0.0,2.02,645.79,,31.1,273.5,307.0,72
ENG501267,2023,May-2023,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,150.2,56.71,8517.84,0.0,0.35,52.57,,31.1,273.5,307.0,72
ENG501268,2023,May-2023,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,236.9,3.3,781.77,0.0,0.09,21.32,,31.1,273.5,307.0,72
ENG501269,2023,Jun-2023,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,16687.7,8.89,148353.65,8.6,0.82,12507.1,35.4,30.7,260.7,698.0,53
ENG501270,2023,Jun-2023,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,318.2,44.63,14201.27,0.0,2.02,642.76,,30.7,260.7,698.0,53
ENG501271,2023,Jun-2023,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,170.9,57.48,9823.33,0.0,0.35,59.81,,30.7,260.7,698.0,53
ENG501272,2023,Jun-2023,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,225.7,3.32,749.32,0.0,0.09,20.31,,30.7,260.7,698.0,53
ENG501273,2023,Jul-2023,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,15569.7,8.88,138258.94,9.5,0.82,11554.27,43.2,29.6,227.9,548.0,92
ENG501274,2023,Jul-2023,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,303.9,44.58,13547.86,0.0,2.02,613.88,,29.6,227.9,548.0,92
ENG501275,2023,Jul-2023,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,157.4,59.14,9308.64,0.0,0.35,55.09,,29.6,227.9,548.0,92
ENG501276,2023,Jul-2023,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,251.7,3.33,838.16,0.0,0.09,22.65,,29.6,227.9,548.0,92
ENG501277,2023,Aug-2023,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,15189.0,9.14,138827.46,12.8,0.82,10860.74,61.3,28.8,203.1,379.0,118
ENG501278,2023,Aug-2023,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,313.7,42.97,13479.69,0.0,2.02,633.67,,28.8,203.1,379.0,118
ENG501279,2023,Aug-2023,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,144.3,56.9,8210.67,0.0,0.35,50.51,,28.8,203.1,379.0,118
ENG501280,2023,Aug-2023,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,266.3,3.28,873.46,0.0,0.09,23.97,,28.8,203.1,379.0,118
ENG501281,2023,Sep-2023,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,14305.6,8.89,127176.78,9.4,0.82,10627.92,37.1,30.3,250.3,675.0,92
ENG501282,2023,Sep-2023,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,292.3,42.79,12507.52,0.0,2.02,590.45,,30.3,250.3,675.0,92
ENG501283,2023,Sep-2023,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,170.7,59.1,10088.37,0.0,0.35,59.74,,30.3,250.3,675.0,92
ENG501284,2023,Sep-2023,Q3,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,254.1,3.29,835.99,0.0,0.09,22.87,,30.3,250.3,675.0,92
ENG501285,2023,Oct-2023,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,13561.3,8.77,118932.6,10.7,0.82,9930.4,58.4,28.5,193.9,405.0,97
ENG501286,2023,Oct-2023,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,323.6,44.57,14422.85,0.0,2.02,653.67,,28.5,193.9,405.0,97
ENG501287,2023,Oct-2023,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,157.0,56.77,8912.89,0.0,0.35,54.95,,28.5,193.9,405.0,97
ENG501288,2023,Oct-2023,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,232.6,3.31,769.91,0.0,0.09,20.93,,28.5,193.9,405.0,97
ENG501289,2023,Nov-2023,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,12254.0,8.71,106732.34,14.3,0.82,8611.38,57.4,24.1,61.9,330.0,82
ENG501290,2023,Nov-2023,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,354.2,43.39,15368.74,0.0,2.02,715.48,,24.1,61.9,330.0,82
ENG501291,2023,Nov-2023,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,140.3,58.78,8246.83,0.0,0.35,49.11,,24.1,61.9,330.0,82
ENG501292,2023,Nov-2023,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,261.0,3.39,884.79,0.0,0.09,23.49,,24.1,61.9,330.0,82
ENG501293,2023,Dec-2023,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,10578.8,8.7,92035.56,13.7,0.82,7486.19,45.3,17.9,123.4,322.0,101
ENG501294,2023,Dec-2023,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,339.8,43.24,14692.95,0.0,2.02,686.4,,17.9,123.4,322.0,101
ENG501295,2023,Dec-2023,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,131.3,56.6,7431.58,0.0,0.35,45.95,,17.9,123.4,322.0,101
ENG501296,2023,Dec-2023,Q4,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,250.5,3.31,829.15,0.0,0.09,22.54,,17.9,123.4,322.0,101
ENG501297,2024,Jan-2024,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,11734.1,9.37,109948.52,19.1,0.82,7784.17,32.3,20.2,53.8,529.0,64
ENG501298,2024,Jan-2024,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,335.4,47.65,15981.81,0.0,2.02,677.51,,20.2,53.8,529.0,64
ENG501299,2024,Jan-2024,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,134.6,60.84,8189.06,0.0,0.35,47.11,,20.2,53.8,529.0,64
ENG501300,2024,Jan-2024,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,263.0,3.55,933.65,0.0,0.09,23.67,,20.2,53.8,529.0,64
ENG501301,2024,Feb-2024,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,13067.2,9.51,124269.07,18.7,0.82,8711.38,30.7,24.3,69.5,674.0,113
ENG501302,2024,Feb-2024,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,322.6,46.18,14897.67,0.0,2.02,651.65,,24.3,69.5,674.0,113
ENG501303,2024,Feb-2024,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,150.5,62.21,9362.6,0.0,0.35,52.67,,24.3,69.5,674.0,113
ENG501304,2024,Feb-2024,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,269.5,3.54,954.03,0.0,0.09,24.25,,24.3,69.5,674.0,113
ENG501305,2024,Mar-2024,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,15472.9,9.49,146837.82,15.0,0.82,10784.61,57.7,29.3,219.9,387.0,77
ENG501306,2024,Mar-2024,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,294.4,45.92,13518.85,0.0,2.02,594.69,,29.3,219.9,387.0,77
ENG501307,2024,Mar-2024,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,156.5,62.12,9721.78,0.0,0.35,54.77,,29.3,219.9,387.0,77
ENG501308,2024,Mar-2024,Q1,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,245.4,3.51,861.35,0.0,0.09,22.09,,29.3,219.9,387.0,77
ENG501309,2024,Apr-2024,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,15784.9,9.59,151377.19,13.7,0.82,11170.34,42.3,31.9,295.9,581.0,82
ENG501310,2024,Apr-2024,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,310.4,46.14,14321.86,0.0,2.02,627.01,,31.9,295.9,581.0,82
ENG501311,2024,Apr-2024,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,162.2,59.48,9647.66,0.0,0.35,56.77,,31.9,295.9,581.0,82
ENG501312,2024,Apr-2024,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Steam,kg,249.3,3.43,855.1,0.0,0.09,22.44,,31.9,295.9,581.0,82
ENG501313,2024,May-2024,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Electricity,kWh,16206.7,9.56,154936.05,14.1,0.82,11415.68,32.7,30.3,250.3,652.0,58
ENG501314,2024,May-2024,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Natural Gas,m3,284.8,46.85,13342.88,0.0,2.02,575.3,,30.3,250.3,652.0,58
ENG501315,2024,May-2024,Q2,FAC007,Kolkata Warehouse,Warehouse,Kolkata,150000,Water,KL,166.8,61.52,10261.54,0.0,0.35,58.38,,30.3,250.3,652.0,58
