Company,Record_ID,Region,Country,City,Warehouse_ID,Warehouse_Name,SKU_ID,Product_Name,Product_Category,ABC_Classification,Supplier_Name,Unit_Cost_USD,Unit_Price_USD,Lead_Time_Days,Week_Start_Date,Month_Name,Quarter,Week_Number,Beginning_Inventory_Units,Units_Received,Demand_Forecast_Units,Actual_Demand_Units,Units_Sold,Backorder_Units,Ending_Inventory_Units,Safety_Stock_Units,Reorder_Point_Units,Max_Stock_Level_Units,Stockout_Flag,Stockout_Days,Fill_Rate_Percent,Avg_Inventory_Units,Inventory_Value_USD,Inventory_Turnover_Ratio_Annualized,Days_of_Supply,Carrying_Cost_Percent_Annual,Weekly_Carrying_Cost_USD
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403376,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1130,Sparkling Water (Pack),Grocery/FMCG,C,Summit Vendor Group,50.07,72.4,14,2026-06-01,Jun-2026,Q2,22,83.0,0,34.3,30.0,30.0,0.0,53.0,11,61,125,No,0,100.0,68.0,2653.71,22.94,12.4,0.195,12.77
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403402,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1131,Peanut Butter Jar,Grocery/FMCG,A,Apex Wholesale,102.56,155.56,10,2026-06-01,Jun-2026,Q2,22,455.0,1463,644.1,507.0,507.0,0.0,1411.0,285,966,2020,No,0,100.0,933.0,144712.16,28.26,19.5,0.165,303.63
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403428,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1132,Body Lotion,Health & Beauty,B,Union Supply Chain Ltd.,58.58,126.47,7,2026-06-01,Jun-2026,Q2,22,426.0,0,202.4,162.0,162.0,0.0,264.0,111,260,681,No,0,100.0,345.0,15465.12,24.42,11.4,0.22,85.5
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403454,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1133,Rice 5kg,Grocery/FMCG,C,Pioneer Import Export,83.21,202.84,14,2026-06-01,Jun-2026,Q2,22,202.0,0,64.1,58.0,58.0,0.0,144.0,45,139,268,No,0,100.0,173.0,11982.24,17.43,17.4,0.216,59.8
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403480,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1134,Protein Powder,Grocery/FMCG,B,Meridian Trading Co.,4.51,9.61,7,2026-06-01,Jun-2026,Q2,22,190.0,0,114.5,97.0,97.0,0.0,93.0,62,146,398,No,0,100.0,141.5,419.43,35.65,6.7,0.273,3.35
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403506,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1135,Women's Leggings,Apparel,C,Vertex Sourcing Inc.,59.43,139.83,30,2026-06-01,Jun-2026,Q2,22,97.0,0,26.3,32.0,32.0,0.0,65.0,10,93,145,No,0,100.0,81.0,3862.95,20.54,14.2,0.176,16.29
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403532,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1136,Ceramic Mug Set,Home & Kitchen,C,BlueOcean Distributors,81.94,187.56,21,2026-06-01,Jun-2026,Q2,22,16.0,159,50.3,57.0,57.0,0.0,118.0,17,128,203,No,0,100.0,67.0,9668.92,44.24,14.5,0.24,25.34
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403558,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1137,Non-stick Pan,Home & Kitchen,A,Pioneer Import Export,138.06,208.44,10,2026-06-01,Jun-2026,Q2,22,525.0,0,217.4,262.0,262.0,0.0,263.0,125,355,724,No,0,100.0,394.0,36309.78,34.58,7.0,0.18,188.29
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403584,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1138,Hoodie,Apparel,B,Vertex Sourcing Inc.,112.89,261.94,21,2026-06-01,Jun-2026,Q2,22,0.0,0,172.1,149.0,0.0,149.0,0.0,103,485,711,Yes,4,0.0,0.0,0.0,0.0,0.0,0.221,0.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403610,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1139,Storage Containers (Set),Home & Kitchen,A,Union Supply Chain Ltd.,61.7,126.82,30,2026-06-01,Jun-2026,Q2,22,415.0,1156,320.3,355.0,355.0,0.0,1216.0,109,1125,1648,No,0,100.0,815.5,75027.2,22.64,24.0,0.182,176.11
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403636,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1140,Vitamin C Serum,Health & Beauty,A,Vertex Sourcing Inc.,2.67,5.58,7,2026-06-01,Jun-2026,Q2,22,452.0,641,469.3,499.0,499.0,0.0,594.0,176,523,1132,No,0,100.0,523.0,1585.98,49.61,8.3,0.15,4.03
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403662,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1141,Cotton Socks (3-pack),Apparel,C,Meridian Trading Co.,5.42,9.09,7,2026-06-01,Jun-2026,Q2,22,27.0,51,32.2,36.0,36.0,0.0,42.0,22,45,87,No,0,100.0,34.5,227.64,54.26,8.2,0.275,0.99
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403688,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1142,Honey Jar,Grocery/FMCG,C,Vertex Sourcing Inc.,80.56,159.24,14,2026-06-01,Jun-2026,Q2,22,6.0,39,14.7,11.0,11.0,0.0,34.0,8,29,49,No,0,100.0,20.0,2739.04,28.6,21.6,0.24,7.44
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403714,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1143,Men's T-Shirt,Apparel,C,Summit Vendor Group,92.68,201.42,7,2026-06-01,Jun-2026,Q2,22,20.0,36,22.5,25.0,25.0,0.0,31.0,8,24,62,No,0,100.0,25.5,2873.08,50.98,8.7,0.17,7.73
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403740,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1144,Pasta 500g,Grocery/FMCG,A,Global Source Partners,28.72,43.68,21,2026-06-01,Jun-2026,Q2,22,564.0,0,575.0,513.0,513.0,0.0,51.0,201,1478,2693,No,0,100.0,307.5,1464.72,86.75,0.7,0.223,37.87
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403766,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1145,Baseball Cap,Apparel,B,Meridian Trading Co.,97.9,152.65,30,2026-06-01,Jun-2026,Q2,22,0.0,0,144.2,126.0,0.0,126.0,0.0,90,547,827,Yes,2,0.0,0.0,0.0,0.0,0.0,0.154,0.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403792,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1146,Trail Mix,Grocery/FMCG,B,Global Source Partners,83.11,158.21,21,2026-06-01,Jun-2026,Q2,22,280.0,0,147.5,154.0,154.0,0.0,126.0,63,390,641,No,0,100.0,203.0,10471.86,39.45,5.7,0.22,71.38
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403818,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1147,Green Tea (Box),Grocery/FMCG,B,Global Source Partners,61.89,129.29,10,2026-06-01,Jun-2026,Q2,22,394.0,0,187.1,161.0,161.0,0.0,233.0,131,328,548,No,0,100.0,313.5,14420.37,26.7,10.1,0.195,72.76
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403844,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1148,Olive Oil 1L,Grocery/FMCG,A,Global Source Partners,98.24,173.03,30,2026-06-01,Jun-2026,Q2,22,0.0,0,214.7,253.0,0.0,253.0,0.0,67,748,1216,Yes,3,0.0,0.0,0.0,0.0,0.0,0.237,0.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403870,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1149,Cereal Box,Grocery/FMCG,A,Apex Wholesale,26.43,51.61,14,2026-06-01,Jun-2026,Q2,22,1138.0,0,542.9,466.0,466.0,0.0,672.0,283,1087,2040,No,0,100.0,905.0,17760.96,26.78,10.1,0.231,106.26
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403896,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1150,Running Shoes,Apparel,C,Summit Vendor Group,28.07,72.49,21,2026-06-01,Jun-2026,Q2,22,9.0,0,21.6,27.0,9.0,18.0,0.0,9,56,97,Yes,2,33.33,4.5,0.0,104.0,0.0,0.211,0.51
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403922,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1151,Wool Sweater,Apparel,B,Global Source Partners,63.73,163.61,14,2026-06-01,Jun-2026,Q2,22,314.0,313,149.6,155.0,155.0,0.0,472.0,99,320,649,No,0,100.0,393.0,30080.56,20.51,21.3,0.161,77.55
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403948,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1152,Vacuum Flask,Home & Kitchen,C,Meridian Trading Co.,13.02,26.31,30,2026-06-01,Jun-2026,Q2,22,39.0,0,11.7,11.0,11.0,0.0,28.0,8,45,64,No,0,100.0,33.5,364.56,17.07,17.8,0.166,1.39
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403974,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1153,Smart Plug,Electronics,C,Vertex Sourcing Inc.,64.62,140.15,7,2026-06-01,Jun-2026,Q2,22,24.0,52,33.9,35.0,35.0,0.0,41.0,10,35,81,No,0,100.0,32.5,2649.42,56.0,8.2,0.195,7.88
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404000,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1154,Candle Set,Home & Kitchen,A,Apex Wholesale,148.24,228.95,14,2026-06-01,Jun-2026,Q2,22,1000.0,0,408.1,474.0,474.0,0.0,526.0,245,849,1494,No,0,100.0,763.0,77974.24,32.3,7.8,0.264,574.24
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404026,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1155,Hair Oil,Health & Beauty,C,Apex Wholesale,125.05,276.47,21,2026-06-01,Jun-2026,Q2,22,33.0,0,27.9,24.0,24.0,0.0,9.0,14,76,107,No,0,100.0,21.0,1125.45,59.43,2.6,0.224,11.31
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404052,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1156,Deodorant,Health & Beauty,A,Apex Wholesale,134.04,290.1,10,2026-06-01,Jun-2026,Q2,22,0.0,0,256.1,244.0,0.0,244.0,0.0,95,366,928,Yes,2,0.0,0.0,0.0,0.0,0.0,0.186,0.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404078,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1157,HDMI Cable,Electronics,C,Summit Vendor Group,41.34,76.37,10,2026-06-01,Jun-2026,Q2,22,14.0,0,16.4,16.0,14.0,2.0,0.0,6,23,44,Yes,4,87.5,7.0,0.0,104.0,0.0,0.211,1.17
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404104,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1158,Hand Sanitizer,Health & Beauty,B,Global Source Partners,81.28,131.37,14,2026-06-01,Jun-2026,Q2,22,238.0,237,122.5,93.0,93.0,0.0,382.0,77,258,491,No,0,100.0,310.0,31048.96,15.6,28.8,0.185,89.64
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404130,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1159,Sports Bra,Apparel,B,Pioneer Import Export,83.15,159.61,7,2026-06-01,Jun-2026,Q2,22,108.0,332,175.1,193.0,193.0,0.0,247.0,85,214,462,No,0,100.0,177.5,20538.05,56.54,9.0,0.232,65.85
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404156,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1160,LED Desk Lamp,Home & Kitchen,C,Union Supply Chain Ltd.,99.25,170.13,14,2026-06-01,Jun-2026,Q2,22,64.0,62,35.2,30.0,30.0,0.0,96.0,13,65,133,No,0,100.0,80.0,9528.0,19.5,22.4,0.202,30.84
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404182,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1161,Lip Balm (3-pack),Health & Beauty,C,Apex Wholesale,52.86,131.57,10,2026-06-01,Jun-2026,Q2,22,152.0,0,66.0,72.0,72.0,0.0,80.0,38,107,231,No,0,100.0,116.0,4228.8,32.28,7.8,0.195,22.99
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404208,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1162,Formal Shirt,Apparel,C,Apex Wholesale,136.98,195.16,7,2026-06-01,Jun-2026,Q2,22,83.0,0,59.0,49.0,49.0,0.0,34.0,35,78,163,No,0,100.0,58.5,4657.32,43.56,4.9,0.185,28.51
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404234,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1163,Tablet Stylus,Electronics,B,Union Supply Chain Ltd.,41.6,105.45,21,2026-06-01,Jun-2026,Q2,22,583.0,0,146.2,170.0,170.0,0.0,413.0,106,430,752,No,0,100.0,498.0,17180.8,17.75,17.0,0.216,86.05
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404260,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1164,Bath Towel Set,Home & Kitchen,C,Vertex Sourcing Inc.,56.26,99.6,7,2026-06-01,Jun-2026,Q2,22,29.0,0,14.0,17.0,17.0,0.0,12.0,7,17,47,No,0,100.0,20.5,675.12,43.12,4.9,0.278,6.17
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404286,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1165,Wireless Mouse,Electronics,C,Union Supply Chain Ltd.,143.17,231.75,14,2026-06-01,Jun-2026,Q2,22,13.0,168,64.0,64.0,64.0,0.0,117.0,22,116,188,No,0,100.0,65.0,16750.89,51.2,12.8,0.214,38.3
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404312,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1166,Cutlery Set,Home & Kitchen,A,BlueOcean Distributors,81.09,187.44,14,2026-06-01,Jun-2026,Q2,22,699.0,0,542.9,514.0,514.0,0.0,185.0,186,990,1889,No,0,100.0,442.0,15001.65,60.47,2.5,0.231,159.22
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404338,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1167,Portable SSD,Electronics,C,Meridian Trading Co.,3.48,8.2,7,2026-06-01,Jun-2026,Q2,22,24.0,72,38.5,30.0,30.0,0.0,66.0,16,44,99,No,0,100.0,45.0,229.68,34.67,15.4,0.268,0.81
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404364,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1168,Denim Jacket,Apparel,C,Union Supply Chain Ltd.,137.99,230.25,21,2026-06-01,Jun-2026,Q2,22,41.0,0,19.0,23.0,23.0,0.0,18.0,10,52,89,No,0,100.0,29.5,2483.82,40.54,5.5,0.191,14.95
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404390,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1169,Electric Toothbrush,Health & Beauty,A,Pioneer Import Export,33.12,76.41,7,2026-06-01,Jun-2026,Q2,22,782.0,643,633.5,716.0,716.0,0.0,709.0,353,822,1532,No,0,100.0,745.5,23482.08,49.94,6.9,0.228,108.26
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404416,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1170,Cutting Board,Home & Kitchen,C,Summit Vendor Group,134.02,290.22,14,2026-06-01,Jun-2026,Q2,22,0.0,29,9.5,8.0,8.0,0.0,21.0,4,18,34,No,0,100.0,10.5,2814.42,39.62,18.4,0.183,4.95
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404442,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1171,Sneakers,Apparel,C,Summit Vendor Group,81.67,199.57,21,2026-06-01,Jun-2026,Q2,22,12.0,34,11.4,9.0,9.0,0.0,37.0,6,31,48,No,0,100.0,24.5,3021.79,19.1,28.8,0.16,6.16
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404468,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1172,USB-C Charger,Electronics,C,Apex Wholesale,121.4,263.72,10,2026-06-01,Jun-2026,Q2,22,24.0,0,17.8,22.0,22.0,0.0,2.0,12,30,53,No,0,100.0,13.0,242.8,88.0,0.6,0.266,8.07
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404494,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1173,Multivitamin Bottle,Health & Beauty,C,Pioneer Import Export,141.91,342.87,7,2026-06-01,Jun-2026,Q2,22,4.0,16,9.0,11.0,11.0,0.0,9.0,2,8,21,No,0,100.0,6.5,1277.19,88.0,5.7,0.178,3.16
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404520,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1174,Door Mat,Home & Kitchen,B,Global Source Partners,8.53,19.28,21,2026-06-01,Jun-2026,Q2,22,305.0,145,116.0,103.0,103.0,0.0,347.0,60,317,459,No,0,100.0,326.0,2959.91,16.43,23.6,0.261,13.96
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404546,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1175,Laptop Stand,Electronics,C,BlueOcean Distributors,75.64,108.33,10,2026-06-01,Jun-2026,Q2,22,106.0,0,62.9,58.0,58.0,0.0,48.0,20,86,217,No,0,100.0,77.0,3630.72,39.17,5.8,0.27,30.24
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404572,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1176,Power Bank,Electronics,B,Apex Wholesale,87.97,221.9,10,2026-06-01,Jun-2026,Q2,22,132.0,0,118.2,146.0,132.0,14.0,0.0,43,168,343,Yes,3,90.41,66.0,0.0,104.0,0.0,0.159,17.75
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404598,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1177,Sunscreen SPF50,Health & Beauty,B,Apex Wholesale,50.99,107.27,14,2026-06-01,Jun-2026,Q2,22,168.0,407,177.3,149.0,149.0,0.0,426.0,124,386,629,No,0,100.0,297.0,21721.74,26.09,20.0,0.252,73.39
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404624,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1178,Throw Blanket,Home & Kitchen,B,Summit Vendor Group,25.45,61.61,14,2026-06-01,Jun-2026,Q2,22,54.0,0,72.6,69.0,54.0,15.0,0.0,34,141,294,Yes,1,78.26,27.0,0.0,104.0,0.0,0.244,3.22
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404650,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1179,Router,Electronics,C,Summit Vendor Group,98.22,147.03,10,2026-06-01,Jun-2026,Q2,22,20.0,119,53.5,64.0,64.0,0.0,75.0,24,80,154,No,0,100.0,47.5,7366.5,70.06,8.2,0.236,21.17
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404676,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1180,Face Mask (Pack),Health & Beauty,C,Vertex Sourcing Inc.,27.38,67.08,7,2026-06-01,Jun-2026,Q2,22,3.0,18,8.4,9.0,9.0,0.0,12.0,5,11,24,No,0,100.0,7.5,328.56,62.4,9.3,0.188,0.74
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400023,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1001,Webcam,Electronics,A,Meridian Trading Co.,79.86,135.87,14,2026-06-08,Jun-2026,Q2,23,0.0,0,491.3,503.0,0.0,503.0,0.0,148,875,1805,Yes,4,0.0,0.0,0.0,0.0,0.0,0.276,0.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400049,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1002,Sparkling Water (Pack),Grocery/FMCG,C,Apex Wholesale,76.72,179.92,10,2026-06-08,Jun-2026,Q2,23,0.0,0,67.2,71.0,0.0,71.0,0.0,46,117,233,Yes,1,0.0,0.0,0.0,0.0,0.0,0.16,0.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400075,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1003,Cutlery Set,Home & Kitchen,C,Vertex Sourcing Inc.,118.56,231.19,14,2026-06-08,Jun-2026,Q2,23,30.0,0,12.0,13.0,13.0,0.0,17.0,5,22,43,No,0,100.0,23.5,2015.52,28.77,9.2,0.156,8.36
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400101,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1004,Body Lotion,Health & Beauty,C,Union Supply Chain Ltd.,36.94,64.4,14,2026-06-08,Jun-2026,Q2,23,0.0,102,33.5,41.0,41.0,0.0,61.0,17,66,104,No,0,100.0,30.5,2253.34,69.9,10.4,0.244,5.29
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400127,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1005,Green Tea (Box),Grocery/FMCG,C,BlueOcean Distributors,103.77,242.16,21,2026-06-08,Jun-2026,Q2,23,24.0,25,13.5,11.0,11.0,0.0,38.0,8,38,54,No,0,100.0,31.0,3943.26,18.45,24.2,0.209,12.93
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400153,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1006,Vitamin C Serum,Health & Beauty,C,Meridian Trading Co.,34.0,59.36,21,2026-06-08,Jun-2026,Q2,23,7.0,79,20.6,22.0,22.0,0.0,64.0,12,57,94,No,0,100.0,35.5,2176.0,32.23,20.4,0.269,6.24
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400179,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1007,Lip Balm (3-pack),Health & Beauty,C,Global Source Partners,36.45,94.18,10,2026-06-08,Jun-2026,Q2,23,18.0,49,24.4,24.0,24.0,0.0,43.0,17,42,73,No,0,100.0,30.5,1567.35,40.92,12.5,0.237,5.07
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400205,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1008,Door Mat,Home & Kitchen,B,Pioneer Import Export,65.42,169.28,21,2026-06-08,Jun-2026,Q2,23,235.0,0,190.3,221.0,221.0,0.0,14.0,122,544,815,No,0,100.0,124.5,915.88,92.31,0.4,0.183,28.66
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400231,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1009,Hoodie,Apparel,B,Pioneer Import Export,55.61,137.95,10,2026-06-08,Jun-2026,Q2,23,300.0,0,135.3,138.0,138.0,0.0,162.0,43,186,434,No,0,100.0,231.0,9008.82,31.06,8.2,0.226,55.83
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400257,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1010,Instant Coffee Jar,Grocery/FMCG,B,Apex Wholesale,125.1,209.51,7,2026-06-08,Jun-2026,Q2,23,270.0,0,190.9,210.0,210.0,0.0,60.0,58,199,460,No,0,100.0,165.0,7506.0,66.18,2.0,0.179,71.05
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400283,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1011,Storage Containers (Set),Home & Kitchen,A,Apex Wholesale,78.27,132.77,10,2026-06-08,Jun-2026,Q2,23,679.0,951,545.2,624.0,624.0,0.0,1006.0,267,843,1770,No,0,100.0,842.5,78739.62,38.51,11.3,0.272,344.93
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400309,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1012,HDMI Cable,Electronics,C,Summit Vendor Group,85.63,142.39,10,2026-06-08,Jun-2026,Q2,23,43.0,126,52.6,41.0,41.0,0.0,128.0,23,78,192,No,0,100.0,85.5,10960.64,24.94,21.9,0.162,22.81
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400335,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1013,Bath Towel Set,Home & Kitchen,C,Pioneer Import Export,4.11,9.92,7,2026-06-08,Jun-2026,Q2,23,8.0,32,15.1,13.0,13.0,0.0,27.0,7,18,43,No,0,100.0,17.5,110.97,38.63,14.5,0.258,0.36
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400361,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1014,Wireless Earbuds,Electronics,C,Global Source Partners,109.6,193.89,10,2026-06-08,Jun-2026,Q2,23,75.0,0,43.0,33.0,33.0,0.0,42.0,21,66,148,No,0,100.0,58.5,4603.2,29.33,8.9,0.207,25.52
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400387,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1015,Sports Bra,Apparel,C,Vertex Sourcing Inc.,25.87,61.24,21,2026-06-08,Jun-2026,Q2,23,98.0,0,48.8,46.0,46.0,0.0,52.0,14,122,228,No,0,100.0,75.0,1345.24,31.89,7.9,0.272,10.15
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400413,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1016,Deodorant,Health & Beauty,B,Apex Wholesale,75.78,145.14,14,2026-06-08,Jun-2026,Q2,23,279.0,0,128.2,116.0,116.0,0.0,163.0,45,234,413,No,0,100.0,221.0,12352.14,27.29,9.8,0.276,88.89
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400439,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1017,Women's Leggings,Apparel,C,Vertex Sourcing Inc.,62.06,161.36,7,2026-06-08,Jun-2026,Q2,23,59.0,0,28.9,29.0,29.0,0.0,30.0,17,38,89,No,0,100.0,44.5,1861.8,33.89,7.2,0.174,9.24
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400465,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1018,Face Mask (Pack),Health & Beauty,C,Apex Wholesale,72.25,115.3,10,2026-06-08,Jun-2026,Q2,23,37.0,0,20.1,16.0,16.0,0.0,21.0,13,34,64,No,0,100.0,29.0,1517.25,28.69,9.2,0.244,9.83
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400491,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1019,Hand Sanitizer,Health & Beauty,C,Apex Wholesale,134.16,326.82,14,2026-06-08,Jun-2026,Q2,23,78.0,0,54.8,46.0,46.0,0.0,32.0,39,120,214,No,0,100.0,55.0,4293.12,43.49,4.9,0.258,36.61
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400517,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1020,Ceramic Mug Set,Home & Kitchen,C,Meridian Trading Co.,102.92,234.42,10,2026-06-08,Jun-2026,Q2,23,79.0,61,52.9,41.0,41.0,0.0,99.0,28,84,149,No,0,100.0,89.0,10189.08,23.96,16.9,0.199,35.05
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400543,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1021,Cereal Box,Grocery/FMCG,A,Meridian Trading Co.,81.45,189.19,10,2026-06-08,Jun-2026,Q2,23,247.0,1075,443.5,359.0,359.0,0.0,963.0,195,664,1332,No,0,100.0,605.0,78436.35,30.86,18.8,0.163,154.47
