Company,Record_ID,Year,Month_Name,Quarter,Business_Segment,Asset_Name,Asset_Type,Region,Customer_Segment,Gas_Volume_MMSCMD,Capacity_MMSCMD,Capacity_Utilization_Percent,Average_Price_USD_per_MMBTU,Revenue_INR_Lakh,Opex_INR_Lakh,EBITDA_INR_Lakh,EBITDA_Margin_Percent,Flaring_Loss_MMSCM,Pipeline_Length_KM,Number_of_Customers,Reserves_BCM,Wells_in_Operation,Lifting_Cost_USD_per_BOE
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701255,2022,Jul-2022,Q3,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,12.91,13.0,99.31,12.44,153.96,28.99,124.97,81.17,0.0,0,4502,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701256,2022,Aug-2022,Q3,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,14.41,13.0,100.0,12.21,168.67,26.98,141.69,84.0,0.0,0,4631,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701257,2022,Sep-2022,Q3,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,14.74,13.0,100.0,12.8,180.87,32.87,148.0,81.83,0.0,0,4817,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701258,2022,Oct-2022,Q4,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,15.09,13.0,100.0,12.33,178.37,49.44,128.93,72.28,0.0,0,4744,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701259,2022,Nov-2022,Q4,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,15.89,13.0,100.0,12.29,187.21,54.75,132.46,70.75,0.0,0,4746,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701260,2022,Dec-2022,Q4,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,16.12,13.0,100.0,12.62,195.02,49.72,145.3,74.51,0.0,0,4951,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701261,2023,Jan-2023,Q1,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,16.15,13.0,100.0,11.81,182.84,35.13,147.71,80.79,0.0,0,4980,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701262,2023,Feb-2023,Q1,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,16.66,13.0,100.0,12.33,196.92,46.28,150.64,76.5,0.0,0,4997,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701263,2023,Mar-2023,Q1,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,16.15,13.0,100.0,12.38,191.67,29.39,162.28,84.67,0.0,0,5179,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701264,2023,Apr-2023,Q2,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,16.54,13.0,100.0,12.2,193.44,48.32,145.12,75.02,0.0,0,5157,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701265,2023,May-2023,Q2,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,15.93,13.0,100.0,12.98,198.22,48.79,149.43,75.39,0.0,0,5078,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701266,2023,Jun-2023,Q2,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,14.76,13.0,100.0,12.15,171.92,47.53,124.39,72.35,0.0,0,5281,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701267,2023,Jul-2023,Q3,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,16.21,13.0,100.0,12.62,196.11,34.0,162.11,82.66,0.0,0,5153,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701268,2023,Aug-2023,Q3,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,15.18,13.0,100.0,12.77,185.83,46.24,139.59,75.12,0.0,0,5367,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701269,2023,Sep-2023,Q3,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,17.58,13.0,100.0,12.38,208.64,55.31,153.33,73.49,0.0,0,5347,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701270,2023,Oct-2023,Q4,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,17.85,13.0,100.0,13.21,226.05,39.72,186.33,82.43,0.0,0,5630,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701271,2023,Nov-2023,Q4,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,16.51,13.0,100.0,11.76,186.13,38.4,147.73,79.37,0.0,0,5594,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701272,2023,Dec-2023,Q4,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,18.65,13.0,100.0,13.03,232.96,48.23,184.73,79.3,0.0,0,5494,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701273,2024,Jan-2024,Q1,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,17.46,13.0,100.0,13.31,222.78,63.44,159.34,71.52,0.0,0,5778,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701274,2024,Feb-2024,Q1,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,18.6,13.0,100.0,12.99,231.62,46.65,184.97,79.86,0.0,0,5780,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701275,2024,Mar-2024,Q1,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,19.8,13.0,100.0,12.88,244.48,63.1,181.38,74.19,0.0,0,5750,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701276,2024,Apr-2024,Q2,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,18.83,13.0,100.0,12.57,226.91,37.95,188.96,83.28,0.0,0,5839,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701277,2024,May-2024,Q2,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,19.36,13.0,100.0,12.7,235.71,35.67,200.04,84.87,0.0,0,6065,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701278,2024,Jun-2024,Q2,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,17.78,13.0,100.0,13.46,229.42,37.96,191.46,83.45,0.0,0,5893,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701279,2024,Jul-2024,Q3,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,17.5,13.0,100.0,12.11,203.16,45.4,157.76,77.65,0.0,0,6168,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701280,2024,Aug-2024,Q3,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,17.39,13.0,100.0,13.38,223.06,48.51,174.55,78.25,0.0,0,6062,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701281,2024,Sep-2024,Q3,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,19.49,13.0,100.0,12.66,236.54,35.99,200.55,84.78,0.0,0,6309,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701282,2024,Oct-2024,Q4,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,20.04,13.0,100.0,12.74,244.75,50.45,194.3,79.39,0.0,0,6241,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701283,2024,Nov-2024,Q4,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,20.91,13.0,100.0,12.42,248.96,39.11,209.85,84.29,0.0,0,6427,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701284,2024,Dec-2024,Q4,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,21.27,13.0,100.0,13.29,270.99,53.18,217.81,80.38,0.0,0,6481,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701285,2025,Jan-2025,Q1,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,20.53,13.0,100.0,13.83,272.19,43.27,228.92,84.1,0.0,0,6670,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701286,2025,Feb-2025,Q1,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,21.92,13.0,100.0,13.76,289.15,45.24,243.91,84.35,0.0,0,6669,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701287,2025,Mar-2025,Q1,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,21.12,13.0,100.0,13.62,275.76,47.8,227.96,82.67,0.0,0,6885,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701288,2025,Apr-2025,Q2,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,22.37,13.0,100.0,13.4,287.36,53.69,233.67,81.32,0.0,0,6975,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701289,2025,May-2025,Q2,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,21.55,13.0,100.0,12.91,266.71,64.25,202.46,75.91,0.0,0,6801,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701290,2025,Jun-2025,Q2,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,21.56,13.0,100.0,12.99,268.48,77.72,190.76,71.05,0.0,0,6757,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701291,2025,Jul-2025,Q3,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,22.11,13.0,100.0,13.13,278.3,79.29,199.01,71.51,0.0,0,6902,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701292,2025,Aug-2025,Q3,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,21.89,13.0,100.0,13.72,287.91,66.53,221.38,76.89,0.0,0,7186,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701293,2025,Sep-2025,Q3,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,22.71,13.0,100.0,12.45,271.05,60.27,210.78,77.76,0.0,0,7078,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701294,2025,Oct-2025,Q4,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,22.0,13.0,100.0,13.85,292.1,64.78,227.32,77.82,0.0,0,7108,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701295,2025,Nov-2025,Q4,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,22.15,13.0,100.0,12.84,272.65,55.88,216.77,79.5,0.0,0,7282,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701296,2025,Dec-2025,Q4,Marketing & Distribution,Industrial & Commercial Channel,Customer Channel,Pan-India,Industrial & Commercial,25.7,13.0,100.0,12.64,311.42,69.21,242.21,77.78,0.0,0,7625,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701297,2020,Jan-2020,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.18,7.8,79.23,9.45,55.99,11.73,44.26,79.05,0.0,0,20,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701298,2020,Feb-2020,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,5.92,7.8,75.9,10.45,59.31,13.63,45.68,77.02,0.0,0,19,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701299,2020,Mar-2020,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.41,7.8,82.18,9.95,61.14,16.88,44.26,72.39,0.0,0,19,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701300,2020,Apr-2020,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.37,7.8,81.67,9.66,58.99,10.01,48.98,83.03,0.0,0,20,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701301,2020,May-2020,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,5.92,7.8,75.9,9.55,54.2,12.25,41.95,77.4,0.0,0,20,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701302,2020,Jun-2020,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,5.8,7.8,74.36,9.71,53.99,13.16,40.83,75.63,0.0,0,20,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701303,2020,Jul-2020,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,5.94,7.8,76.15,10.13,57.68,10.46,47.22,81.87,0.0,0,21,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701304,2020,Aug-2020,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.25,7.8,80.13,9.89,59.26,8.97,50.29,84.86,0.0,0,20,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701305,2020,Sep-2020,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.5,7.8,83.33,10.31,64.24,15.04,49.2,76.59,0.0,0,20,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701306,2020,Oct-2020,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.76,7.8,86.67,10.04,65.06,18.64,46.42,71.35,0.0,0,20,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701307,2020,Nov-2020,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.15,7.8,78.85,9.86,58.13,14.35,43.78,75.31,0.0,0,21,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701308,2020,Dec-2020,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.27,7.8,80.38,10.11,60.77,14.34,46.43,76.4,0.0,0,21,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701309,2021,Jan-2021,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.99,7.8,89.62,10.04,67.28,18.04,49.24,73.19,0.0,0,21,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701310,2021,Feb-2021,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.0,7.8,89.74,10.63,71.33,12.55,58.78,82.41,0.0,0,21,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701311,2021,Mar-2021,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.46,7.8,82.82,10.13,62.73,12.56,50.17,79.98,0.0,0,21,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701312,2021,Apr-2021,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.69,7.8,85.77,9.94,63.75,12.77,50.98,79.97,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701313,2021,May-2021,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.13,7.8,78.59,9.85,57.88,10.05,47.83,82.64,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701314,2021,Jun-2021,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.25,7.8,80.13,10.27,61.53,16.22,45.31,73.64,0.0,0,21,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701315,2021,Jul-2021,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.72,7.8,86.15,10.03,64.61,14.55,50.06,77.48,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701316,2021,Aug-2021,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.3,7.8,80.77,10.31,62.27,10.0,52.27,83.94,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701317,2021,Sep-2021,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.3,7.8,80.77,9.72,58.7,11.43,47.27,80.53,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701318,2021,Oct-2021,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.5,7.8,83.33,10.63,66.24,10.89,55.35,83.56,0.0,0,23,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701319,2021,Nov-2021,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.09,7.8,90.9,9.97,67.76,17.93,49.83,73.54,0.0,0,23,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701320,2021,Dec-2021,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.8,7.8,87.18,10.11,65.91,10.93,54.98,83.42,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701321,2022,Jan-2022,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.37,7.8,94.49,10.59,74.82,15.04,59.78,79.9,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701322,2022,Feb-2022,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.18,7.8,92.05,10.28,70.76,13.06,57.7,81.54,0.0,0,22,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701323,2022,Mar-2022,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.69,7.8,85.77,9.9,63.49,13.79,49.7,78.28,0.0,0,23,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701324,2022,Apr-2022,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.79,7.8,87.05,10.05,65.42,13.96,51.46,78.66,0.0,0,23,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701325,2022,May-2022,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.66,7.8,85.38,10.16,64.87,11.08,53.79,82.92,0.0,0,24,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701326,2022,Jun-2022,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,6.56,7.8,84.1,10.57,66.47,15.72,50.75,76.35,0.0,0,23,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701327,2022,Jul-2022,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.34,7.8,94.1,11.22,78.95,14.4,64.55,81.76,0.0,0,24,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701328,2022,Aug-2022,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.22,7.8,92.56,11.02,76.27,16.27,60.0,78.67,0.0,0,24,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701329,2022,Sep-2022,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.6,7.8,97.44,11.19,81.53,15.98,65.55,80.4,0.0,0,24,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701330,2022,Oct-2022,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.14,7.8,91.54,10.33,70.71,16.48,54.23,76.69,0.0,0,24,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701331,2022,Nov-2022,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.04,7.8,90.26,10.2,68.84,15.77,53.07,77.09,0.0,0,25,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701332,2022,Dec-2022,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.58,7.8,97.18,10.31,74.92,16.07,58.85,78.55,0.0,0,24,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701333,2023,Jan-2023,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.38,7.8,94.62,10.54,74.57,14.35,60.22,80.76,0.0,0,24,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701334,2023,Feb-2023,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.96,7.8,100.0,11.15,85.08,21.05,64.03,75.26,0.0,0,25,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701335,2023,Mar-2023,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.73,7.8,99.1,10.67,79.07,17.3,61.77,78.12,0.0,0,25,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701336,2023,Apr-2023,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.46,7.8,95.64,10.76,76.95,13.78,63.17,82.09,0.0,0,25,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701337,2023,May-2023,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.68,7.8,98.46,11.19,82.39,17.67,64.72,78.55,0.0,0,25,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701338,2023,Jun-2023,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.56,7.8,96.92,10.63,77.04,20.13,56.91,73.87,0.0,0,25,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701339,2023,Jul-2023,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.72,7.8,98.97,10.34,76.52,12.77,63.75,83.31,0.0,0,25,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701340,2023,Aug-2023,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.0,7.8,89.74,11.0,73.82,15.8,58.02,78.6,0.0,0,25,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701341,2023,Sep-2023,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.32,7.8,93.85,10.92,76.63,16.48,60.15,78.49,0.0,0,25,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701342,2023,Oct-2023,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.28,7.8,100.0,11.07,87.87,26.15,61.72,70.24,0.0,0,26,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701343,2023,Nov-2023,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.81,7.8,100.0,11.3,84.6,22.96,61.64,72.86,0.0,0,26,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701344,2023,Dec-2023,Q4,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.53,7.8,100.0,10.28,84.06,23.64,60.42,71.88,0.0,0,26,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701345,2024,Jan-2024,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.43,7.8,100.0,11.33,91.56,25.0,66.56,72.7,0.0,0,26,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701346,2024,Feb-2024,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.36,7.8,100.0,11.02,88.32,26.35,61.97,70.17,0.0,0,27,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701347,2024,Mar-2024,Q1,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.24,7.8,100.0,11.79,93.13,20.26,72.87,78.25,0.0,0,26,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701348,2024,Apr-2024,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.69,7.8,98.59,10.91,80.43,14.77,65.66,81.64,0.0,0,27,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701349,2024,May-2024,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.08,7.8,100.0,11.61,89.93,24.51,65.42,72.75,0.0,0,27,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701350,2024,Jun-2024,Q2,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,8.5,7.8,100.0,11.85,96.56,25.97,70.59,73.1,0.0,0,26,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701351,2024,Jul-2024,Q3,Marketing & Distribution,Refinery Channel,Customer Channel,Pan-India,Refinery,7.97,7.8,100.0,10.92,83.43,24.8,58.63,70.27,0.0,0,28,0,0,0.0
